Bike,Description,Price,Year,Location,State,Listed,Source,Link,Category_dual.sport,Category_enduro.bikes,Category_mini.bikes,Category_motocross.bikes,Category_trail.bikes
RM250,RM2502001 RM250 Top and bottom end just rebuilt by bubbas motor sports new tires bark busters great bike 3-4 rides on everything,"$2,000",2001,Plympton,MA,08/09/17 12:33 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/faa083a3477ebdbe19c8dc3bbaab538e),0,0,0,1,0
YZ250,Yz250Call or text for details,"$3,300",NA,Burbank,CA,08/08/17 9:55 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fab9f1189537c9be5d8444fb87add505),0,0,0,1,0
KX250,KX 250Kawasaki KX 250 for sale. Ramp and gas tank included.,"$7,000",NA,Victorville,CA,08/07/17 9:05 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fac5e34a39698bea352f0f16eae5d634),0,0,0,1,0
CRF 450R,2008 and 2010 crf450rBoth ready to go fire right up good compression no noise or smoke first come first serve! Both bikes are in great shape and have been taken care or very well I hate to see them go but money calls. 2500 for 08 2600 for 10,"$5,100",2008,Elkton md,MD,08/07/17 4:00 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fae61bd9430368ca83d6083c011759ff),0,0,0,1,0
CRF250R,2017 Crf250 4502017 crf450 forsale. Bike has low hours. No trades. $7500 the way it sits. Excel rims w/ red hubs Full yoshi exhaust 270mm batfly front rotor Enzo suspension (190lbs) Moto seat cover TMdesigns pro chain guide Works connection holeshot device [...],"$7,500",2017,Dallas,TX,08/09/17 7:35 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/faf7b2d03cdaadda0651a9c26153af3c),0,1,0,1,0
CRF 250X,2017 Crf250 4502017 crf450 forsale. Bike has low hours. No trades. $7500 the way it sits. Excel rims w/ red hubs Full yoshi exhaust 270mm batfly front rotor Enzo suspension (190lbs) Moto seat cover TMdesigns pro chain guide Works connection holeshot device [...],"$7,500",2017,Dallas,TX,08/09/17 7:35 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/faf7b2d03cdaadda0651a9c26153af3c),0,1,0,1,0
CRF 450R,06 crf 450 rfor sale crf450 all oem except for fork protectors show contact info its a red sticker bike 3000$ obo,"$3,000",2006,morgan hill,CA,08/11/17 12:49 am (17 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fafc18b574dfcaa90f2d3cb89f6b9067),0,0,0,1,0
CRF 450R,"2008 Honda CRF450R Many New Parts, Trades?This bike with a cracked case. The previous owner had torqued the oil drain bolt on so hard it spider webbed the case.Stearns Cycles in Byfield MA disassembled the motor and meticulously measured and inspected for anything that should be replaced [...]","$4,000",2008,Brockton,MA,08/10/17 2:14 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fb21ccbfd49dd46c7a4c2f587f5f5919),0,0,0,1,0
RM250,"2004 rm 2502004 rm 250 bike has pro circuit pipe and silincer, asv levers, black rims, oversized front rotor.","$2,400",2004,1259 broadway,CA,08/08/17 12:45 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fbc6d7dae4675f7b3933b94e6fb1020a),0,0,0,1,0
KX 450F,"2007 kx450 Kawasaki2007 kx450 Kawasaki many up grades ,forks just got oil change and air filter $3,000 Clearwater show contact info","$3,000",2007,St Petersburg,FL,08/08/17 4:38 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fbcd9ba79e90de9122de8f9ccd9e36e5),0,0,0,1,0
KX250,"2006 kx 250 2 stroke excellent conditionReason Selling: ""Too fast and to much power"" Mint condition 2006 kx 250 I am selling my 2006 kx 250 2 stroke the bike is in excellent condition and far to many extras to list but I will try the bike has a newer rear tire new plastic new graphics ne [...]","$3,800",2006,Eden Prarie,MN,08/10/17 6:56 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fbdb5b6e04a8143cf60aadaf98927878),0,0,0,1,0
YZ250F,2012 YAMAHA YZ250FNEW TIRES-NEW SPROCKETS-FORK REBUILT-EXTRA PLASTIC,"$3,000",2012,Burnsville,MN,08/07/17 4:28 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fc261a72f7c1dd1b9d9b43d5b556b39d),0,0,0,1,0
CRF 450R,05 crf450r2005 crf 450 runs good and looks good. $2500 cash or prop 215 trade,"$2,500",2005,Sacramento,CA,08/08/17 5:15 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fc700d4b11205da7b9dce823c1662e29),0,0,0,1,0
YZ250,Yz 250BRAND NEW HEAD AND PISTON INSTALLED 07/15/17...... 2015 yz 250 -runs and drive great - only 15 mins. on the rebuild haven't broke it in yet -EXTREMLY FAST -RACE READY 3000$obo cash only NO LOW BALLERS show contact info,"$3,000",2015,Atl,GA,08/11/17 10:41 am (7 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fc83b3811bbd9a3a180373e115a08307),0,0,0,1,0
YZ125,"YAMAHA Yz125, Perfect ConditionYamaha YZ125 for SALE!!, this is a super strong bike and runs great, It's in excellent near perfect condition. It's crazy fast and has a hard hitting power band. It's by far one of the best bikes out on the market. there are absolutely no problems on [...]","$2,000",NA,"Fort Washington, MD",MD,08/07/17 1:20 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fcad7ed91a9228e2f3a9fd86f6ea449b),0,0,0,1,0
YZ250F,"Yamaha YZ 250 FSelling my 2015 yz 250 f. Very well maintained. If interested call show contact info I talk, not type. Joe","$4,000",2015,Hudson Bend,TX,08/08/17 7:18 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fcb5cbe95e3003de6eba4ef8bccd894c),0,0,0,1,0
CR250,2002 Honda cr250 Green StickerFor sale Honda CR250 Bike in a good working condition Green sticker and clean title this is a good reliable trail/desert/play bike with a green sticker which means you can ride all year any off road place mach lighter compare to 4 strock few aft [...],"$3,500",2002,818,CA,08/09/17 1:50 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fcb60b1935c68c59b76def1ca0069818),0,0,0,1,0
KX 250F,2015 Kx250f price drop2015 KX250f with about 100 hours on it. Runs strong and always maintained well. Oversized tank and rekluse clutch. Call or text Andrew show contact info,"$3,900",2015,Statesville,NC,08/08/17 4:20 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fceb39fc4d63294d3bb9e6465870e57c),0,0,0,1,0
CRF 450R,"2014 Honda CRF450r very clean, professionally maintainedVery clean Never abused 20 hours on rebuilt engine To many upgrades to list Lots of spare parts Have all stock parts as well 1 owner Clean title Call or text anytime show contact info","$4,000",2014,belmont,CA,08/07/17 2:46 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fd0dbee75c4208ee33b864e7eba5aa6e),0,0,0,1,0
CRF 450R,"2008 CRF450R2008 CRF450R. Low hours. Regular service. Never raced. Hobby rider. Reflex lever clutch lever; adjustable for freestyle. Anodized rear sprocket; 13/51 for Low end power. Runs great, strong. Not for the novice rider. Set up for woods.","$2,450",2008,Loveland,OH,08/07/17 10:25 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fd522d33b7baf187f68d65ef02a94958),0,0,0,1,0
KTM 125 SX,"2017 KTM 150sx ~Tons of Extras ~2017 KTM 150 sx. Bought new in fall of 2016. NEVER RACED! I ride mx tracks but i havent raced in years. 34.4 hours on the factory hour meter. Never been down hard, still has stock handlebars. Very well maintained, Nothing has been in the bike besides [...]","$5,500",2017,Buffalo,MN,08/10/17 11:11 pm (18 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fd55d2743fd48a5006bdcb44005ba0a6),0,0,0,1,1
150XC,"2017 KTM 150sx ~Tons of Extras ~2017 KTM 150 sx. Bought new in fall of 2016. NEVER RACED! I ride mx tracks but i havent raced in years. 34.4 hours on the factory hour meter. Never been down hard, still has stock handlebars. Very well maintained, Nothing has been in the bike besides [...]","$5,500",2017,Buffalo,MN,08/10/17 11:11 pm (18 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fd55d2743fd48a5006bdcb44005ba0a6),0,0,0,1,1
350SXF,"2016 KTM 350 SX-F SXF (Like new - 8 hours)For sale is my 2016 KTM 350SX-F. I bought this bike new in February of this year from Vey's Powersports in El Cajon. The bike currently has 8.8 hours SINCE NEW. Bike still has original tires in good condition. The bike is paid for, title in hand. T [...]","$7,600",2016,Rocklin,CA,08/11/17 12:29 am (17 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fd56c34e3c5ba8506ac99a9dc1cc5cfd),0,0,0,1,1
,"2016 KTM 350 SX-F SXF (Like new - 8 hours)For sale is my 2016 KTM 350SX-F. I bought this bike new in February of this year from Vey's Powersports in El Cajon. The bike currently has 8.8 hours SINCE NEW. Bike still has original tires in good condition. The bike is paid for, title in hand. T [...]","$7,600",2016,Rocklin,CA,08/11/17 12:29 am (17 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fd56c34e3c5ba8506ac99a9dc1cc5cfd),0,0,0,1,1
YZ250,2015 yz250 Yamaha yz 250For sale is a clean 2015 yz250 2 stroke the chassis has 50hrs on it the rebuilt motor has 10hrs on it. the bike has factory connection suspension for a 170 pound rider. Has fmf pipe and silencer. Cash only no trades title in hand I am open to serious [...],"$3,900",2015,Conroe,TX,08/11/17 12:58 am (16 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fdb412c7d7a0b1b90b2a9a9e4decf401),0,0,0,1,0
YZ450F,"2010 YZ450F2010 YZ 450F - $4200 OBO Low hours, never raced. 2nd owner, I personally never dropped the bike and have not rode the bike for 3 years. Has over $8,000 of engine, suspension, and added custom parts put on by Factory Works. High compression piston [...]","$4,200",2010,Golden,CO,08/07/17 7:08 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fdccd5c148778be0bfe2eb34d86a148d),0,0,0,1,0
CRF 450R,"2006 crf450r crf 450r CRF450RThis bike is NOT some clapped out trashed CRF450R that are all out on CL. It is race ready!!! YET, NOT EVER RACED AT ALL! You will not find a more like new 2006 Crf450R like this!!! 2006 Honda CRF450R Super Crisp Throttle Snap Accelerator Pump Mod [...]","$2,000",2006,Peoria,AZ,08/07/17 2:04 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fdf9af344ff4051f51bb95d9d732cdf3),0,0,0,1,0
RMZ 250,2006 Rmz 250Runs good call or text if interested,"$1,500",2006,Cokato,MN,08/07/17 7:51 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fe3f36ac51427fcc7066cb475bd335e5),0,0,0,1,0
CRF 450R,"2003 CRF450rSelling my 2003 CRF450R. This is a great, fun, fast bike. I've had it about a year but haven't had time to ride it anywhere near as much as I thought I would. It was rebuilt just before I got it, I've set valve lash, and changed both engine and tra [...]","$2,000",2003,Bonney Lake,WA,08/07/17 1:28 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fe86c23d3b735228f5b13979c446a1fc),0,0,0,1,0
CR250,Honda CR250 2 strokeI have a Honda CR250 dirt bike for sale. Just rebuilt carb and transmission.,"$1,500",NA,Anoka,MN,08/11/17 10:19 am (7 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fe8821a6095237ea1b9c9ff4e0a8b492),0,0,0,1,0
YZ250F,"2006 yz250fHello everyone, I am selling my 2006 yz250f. Bike has a big bore kit so actually is 280cc. Well maintained and washed after every ride. Low hours. Between the big bore kit and the mega bomb header and FMF muffler, this bike rips. upgrades include: [...]","$2,800",2006,pittsburg / antioch,CA,08/07/17 10:35 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/feaa9ad3c0e5ab03dd45ffa3c0f62970),0,0,0,1,0
KTM 450 SX-F,"2014 KTM 450 SX-F Factory Edition2014 KTM 450 SX-F Factory Edition This bike is in great condition, all stock plastics in perfect shape. Bike looks awesome. Low Hours. Runs great and has no issues. Has Rekluse clutch, Pro Taper bars and ARC levers. Wheels are a little scratched, Ne [...]","$6,000",2014,"Hesperia, CA",CA,08/08/17 1:37 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fef340d145025934d2f6e2355d366f6f),0,0,0,1,0
YZ450F,2012 YZ450F2012 YZ450F Bought this bike brand new in 2012 raced it in the desert series in Vegas for three races then work got the best of me and didn't have time to ride anymore. After moving to NC haven't found the time to ride it here either so just going t [...],"$3,400",2012,Greenville,NC,08/08/17 12:48 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ff135582fff447e7895964a14c266f03),0,0,0,1,0
KTM 450 SX-F,"2016 ktm 450 sxf24 hrs on bike. All stock except oring chain, moto billit spark arrestor, recluse 3.0 auto clutch. Not raced just trail ridden Trade for 300xc or 250xc. Other than that $7200","$7,200",2016,Rochester,MI,08/07/17 1:50 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ff564b7e2beb754247df80a17547917e),0,0,0,1,0
YZ125,1974 YZ 125 175 yamaha#453 Yz 125 frame with MX175 engine. Engine won't turn over. Pipe in the picture is off a rm125. Orig pipe is missing. Needs parts and work. Good project AHRMA. Motocross rm cr kx CZ Maico husky bultaco.,"$1,300",1974,Newcastle,CA,08/08/17 5:38 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ff61021ecfb000ba8a55f49973b97c87),0,0,0,1,0
KTM 250 SX-F,"2016 ktm 250sxf factory editionSelling my bike with 34.4 hours on it. Bought brand new in august. loved the bike i just need a 450. Meticulously maintained.. oil, oil filter, and air filter changed every ride. Plus all other necessary maintenance. Comes with extra parts and other [...]","$6,500",2016,lockport,IL,08/11/17 12:54 am (16 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ffb9a0acce8deb116b88b18d9b2c1558),0,0,0,1,0
KX 450F,2013 Kawasaki Kx450Selling my 2013 Kawasaki KX450F. This bike has extremely low hours and is super clean. Tons of extras and ready to ride. 25 total hours Full Ti FMF exhaust Evo suspension - set up for 185 lb intermediate Pro Taper Twister aluminum throttle tube [...],"$4,500",2013,83RD AVE AND UNION HILLS,AZ,08/09/17 10:37 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ffd37ccbab0fcdfb91a9a56b0da5fecf),0,0,0,1,0
YZ250F,2008 Yamaha YZ 250FInsanely fast. Yamaha YZ250F. Runs awesome. Custom graphic kit. Recently replaced tires. New chain. No title. Owned for four years. $2700. No trades. Ask for George: 610-533-9977,"$2,700",2008,Slatington,PA,06/27/17 12:00 am (45 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122447536),0,0,0,1,0
CRF 450R,2005 Honda CRF 450RBike is in very good condition and runs great. Fluids flushed recently. Also selling a 2007 CRF450R that is listed on here for 2200. No trades please.,"$2,000",2005,San Diego,CA,06/30/17 12:00 am (42 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122487085),0,0,0,1,0
CRF 450R,2007 Honda CRF 450RBike is in great conditition and runs perfectly. At times can be difficult to cold start. No trades please.,"$2,200",2007,San Diego,CA,07/03/17 12:00 am (39 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122487672),0,0,0,1,0
KX 450F,"2006 Kawasaki KX 450FWell maintained 2006 KX450F equipped with Titanium FMF exhaust, IMS 3.2 gal tank. ASV Clutch and brake, Works Connection Radiator braces, Excel rim with TCR hubs, new Renthal chain, Boyseen hi flow waterpump, and more. Have stock tank and rims.","$2,500",2006,Santa Ana,CA,07/02/17 12:00 am (40 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122505192),0,0,0,1,0
CRF 450R,"2008 Honda CRF 450RThis bike was only ridden briefly twice. It was a gift for my son but he went off to college out of state and never moved back home. This bike has been inside my garage completely covered and cared for and maintained. This bike is in EXCELLENT condition. It is Mechanically as solid as the day it came from the dealership. So why pay over $10,900.00 otd for a new one when you can get a motocrosser just as good for less than half price Must see this one its going to go fast! Has Taper handlebars …","$5,299",2008,Thousand Oaks,CA,08/11/17 12:03 pm (5 hours ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122506855),0,0,0,1,0
CRF 450R,"2014 Honda CRF 450RProsBike - Christian Craigs #68 Geico Honda CRF450R - Comes with all the team and rider specific extras...Hinson Clutch, Yoshimura exhaust, with one set of extra pipes, Factory Connection Suspension, Team pegs, Bars, and plastics. Ive only added 2 hours on this bike since purchasing from Christian and Team Geico Honda and it needs a good home.","$6,250",2014,Rochester,MN,07/03/17 12:00 am (39 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122509668),0,0,0,1,0
KTM 450 SX-F,"2013 KTM SX-F 450$5200 2013 KTM 450 SXF four stroke, fuel injection, electric start, normal pump fuel 52 yr old Vet owned (210lb, Novice-Intermediate), CA Red Sticker, Clean title in hand 132 hours (10% moto, 60% scrambles, 30% enduro+trails) KTM Owner Manual, KTM Factory Repair Manual CD Full maintenance documentation, suspension setup sheets Original factory plastics and graphics (no broken plastic or mounts) Major maintenance at 111 hours (Vertex piston kit, OEM titanium valve kit, clutch discs, clutch …","$5,200",2013,Antelope,CA,07/07/17 12:00 am (35 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122540156),0,0,0,1,0
KTM 250 SX,2011 KTM 250 SXI have for sale 2011 KTM 250SX. Great running condition. 2600 OBO,"$2,600",2011,Chicago,IL,07/08/17 12:00 am (34 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122555238),0,0,0,1,1
KTM 250,2011 KTM 250 SXI have for sale 2011 KTM 250SX. Great running condition. 2600 OBO,"$2,600",2011,Chicago,IL,07/08/17 12:00 am (34 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122555238),0,0,0,1,1
YZ250,"2005 Yamaha YZ 250Ive owned this bike for about a year now. Its primarily been ridden on dirt trails at Edwards AFB. Tires are less than a year old. This bike fires up right away and has tons of power. Spare rear tire, stock rear sprocket, gas can (with premix), and brand new cleaning supplies all come with it. Gas tank is translucent and 1/2 gallon larger than stock, great for desert riding! Bike is not currently registered, youll need to sticker it. No title available, Bill of Sale only.","$3,500",2005,Palmdale,CA,07/11/17 12:00 am (31 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122577738),0,0,0,1,0
YZ250,"2017 Yamaha YZ 250Selling a 2017 YZ 250 2 stroke with very low hours on it. After breaking it in according to the owners manual it was ridden for a couple of hours at low speeds on trails, never raced or been on a motocross track. Selling it due to lack of time to ride.","$6,250",2017,Villa Park,IL,07/22/17 12:00 am (20 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122715767),0,0,0,1,0
CRF 450R,2016 Honda CRF 450Rlow hour bike with aftermartket black plastic,"$7,000",2016,Clermont,GA,07/25/17 12:00 am (17 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122733995),0,0,0,1,0
CRF250R,"2015 Honda CRF 250RPLEASE READ ENTIRE POSTING. Asking price is for EACH bike, not the pair. I have for sale a pair of 2015 Honda CRF250R dirt bikes. The asking price for each bike is $4999, but would prefer to sell them as a pair. I purchased the bikes NEW in January 2017 from R&S Honda in Albuquerque for my wife and I to ride, but have not have the time to ride them. Both of the bikes are in like new condition and have approximately 10 hours on them. The bikes were only trail ridden and never raced. One of …","$4,999",2015,Rio Rancho,NM,07/25/17 12:00 am (17 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122738102),0,0,0,1,0
KTM 125 SX,2013 KTM 150 SXKtm 150sx 2013 new cylinder and piston..suspension is revalved at 170lbs..new hubs and rims..all the bearings is beand new linkage swing arm..fmf exhaust..v force reed valve and oversize radiators..first kick hot and cold no issues on the bike..open trade for yz250f 2016 and 2017 plus money!!!,"$3,500",2013,Woodside,NY,07/26/17 12:00 am (16 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122744764),0,0,0,1,1
150XC,2013 KTM 150 SXKtm 150sx 2013 new cylinder and piston..suspension is revalved at 170lbs..new hubs and rims..all the bearings is beand new linkage swing arm..fmf exhaust..v force reed valve and oversize radiators..first kick hot and cold no issues on the bike..open trade for yz250f 2016 and 2017 plus money!!!,"$3,500",2013,Woodside,NY,07/26/17 12:00 am (16 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122744764),0,0,0,1,1
YZ450F,"2011 Yamaha YZ 450FThis bike has been modified to make it street legal (including title and tag in Oklahoma). These modifications include custom headlight, taillight, turn signals, brake lights, speedometer (incl tachometer, temperature guageand odometer) and mirrors. It also has the Supermoto Conversion Kit which included Warp 9 wheels, oversized rotor & bracket, and tires (but, also comes with a set of dirt tires and rims to quickly convert it to off road ready). Has a Yoshimura exhaust, K & N air …","$5,500",2011,Chandler,OK,07/26/17 12:00 am (16 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122745029),0,0,0,1,0
CRF250R,"2004 Honda CRF 250R2004 Honda CRF 250R with DeCal works graphics, JD jet kit with spares, Hammerhead case saver, Hammerhead shift and brake levers, HEL black braided front and rear brake lines, No Toil air filter, LEXX MXe new slip on exhaust, Renthal fat bars, Bulletproof radiator guards, Boyesen water pump, Acerbis skid plate, Renthal sprockets, DID gold chain, Dunlop geomax tires, racetech valving in forks. Comes with trackside center stand, original owners manual, and stock spares. Engine and transmission …","$2,150",2004,Ormond Beach,FL,08/10/17 12:03 pm (1 day ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122752693),0,0,0,1,0
YZ450F,2009 Yamaha YZ 450FGreat dirtbike never had any problems never been wrecked and only has maybe 100hr of actual drive time on it.. I just put new inter tubes on the front and back tire .. super fast bike I dont recommend for a beginner dirtbike..,"$3,500",2009,Las Vegas,NV,07/26/17 12:00 am (16 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122753123),0,0,0,1,0
YZ250,"2014 Yamaha YZ 250Clean bike, never raced, low hours.","$4,000",2014,Lakeland,FL,07/26/17 12:00 am (16 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122753359),0,0,0,1,0
YZ450F,2015 Yamaha YZ 450FThis bike has been very well maintained and is a great buy. The motor is stock with 76.2 hrs. The motor was rebuilt @50 hrs. The bike has some aftermarket parts installed with some of the stock options to go with the sale as well. Parts include: Mika handlebars Rd high bend ARC clutch perch and lever ARC brake lever Hammerhead brake pedal Hammerhead axel blocks Factory Connection suspension re spring and re valved (180lbs) FMF 4.1 stainless full exhaust system w/carbon fiber tip Works …,"$4,500",2015,Frederick,MD,07/26/17 12:00 am (16 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122753385),0,0,0,1,0
YZ450F,"2017 Yamaha YZ 450FBrand new bike, have had it for 2 weeks now and ride it twice and it just isnt the bike for me, would like to move it to someone who will actually use it for its true purpose. Has less than an hour on it.","$6,800",2017,Muskogee,OK,07/26/17 12:00 am (16 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122753626),0,0,0,1,0
YZ125,"2015 Yamaha YZ 125Like new, less than 100 months less than 100 miles on the bike. Selling because I dont get to ride it enough. Also have riding gear to go with it (helmet, boots, pants, shirt, gloves and chest plate)","$5,000",2015,Maple Hill,NC,07/27/17 12:00 am (15 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122758471),0,0,0,1,0
RMZ 250,"2015 Suzuki RM-Z 2502015 Suzuki RMZ 250 20-25 hours New tires, ASV levers, New Plastics, Shock Sox, Comes with stand","$3,900",2015,Frisco,TX,07/27/17 12:00 am (15 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122760713),0,0,0,1,0
KX125,2001 Kawasaki KX 125This bike is in excellent condition. Hardly riden and never raced. All stock.,"$2,200",2001,Hoschton,GA,07/27/17 12:00 am (15 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122760732),0,0,0,1,0
KTM 450 SX-F,"2008 KTM 505 SX-FVery clean, suspension work but otherwise stock. Has 15 hours on engine. All paperwork is current.","$3,500",2008,Lakewood,CA,07/27/17 12:00 am (15 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122762057),0,0,0,1,0
RM125,"1978 Suzuki RM125Beautiful 78 RM 125 that was restored a few years ago and has been in my living room. No expense spared on this restoration. Powder coated frame and hubs, zinc plated bolts, spokes, and hardware.Polished aluminum on swing arm and triple clamps. Cool opaque number plates. New EVERYTHING. Five minutes time on motor, Nice rebuilt Simons Forks and Ohlin remote reservoir shocks. Engine has mild porting and is very well balanced. Bike draws a crowd wherever it goes. Bike has a beautiful sound!","$1,245",1978,Monticello,IA,07/27/17 12:00 am (15 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122762203),0,0,0,1,0
YZ450F,"2009 Yamaha YZ 450FThis is a very clean very fast 2009 YZ450F. The bike is very well taken care of and never raced. It has about 20 hours on a new bottom end and cyclnder and less than 1 hour on a complete top end rebuild and all new top end parts. The bike has TF racing suspension, full Rekluse clutch, oversize flywheel and is in excellent shape. Oil changed every 3 rides.","$3,300",2009,Cairo,GA,07/28/17 12:00 am (14 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122771662),0,0,0,1,0
KX 450F,2007 Kawasaki KX 450F2007 KX450F. Runs great. Well maintained-,"$2,700",2007,Hesperia,CA,07/28/17 12:00 am (14 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122772636),0,0,0,1,0
RMZ 450,"2015 Suzuki RM-Z 450Very clean 2015 RM-Z450 with ~25 hours or less of use. Air filter cleaned after every ride and oil/filter every 2 or 3 rides or 1.5 hours. Has brand new tires front/back and new chain and sprockets. Factory Connection suspension front and back. Factory Effex RS1 seat cover. Some extras (plastics, sprockets, seat cover etc.) Bike is in excellent condition, fully serviced and ready to hit the trails. I have 2 bikes and havent ridden either in over 6 months, so its time move one on.","$5,499",2015,Boulder,CO,07/28/17 12:00 am (14 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122779477),0,0,0,1,0
YZ250,"2014 Yamaha YZ 250Yamaha YZ250E2 2014 YZ250 Only 7.9 hours on the bike since new. I purchased this bike brand new at a Yamaha dealership in February of 2017. It sat in the garage a few months because of the cold weather and snow. During that time I greased the head bearings,axels, linkage ect. I also installed before the bike was ever ridden: Hardline Hour Meter: $ 30.00 Tusk magnetic drain plug$7.00 Tusk oil fill plug $10.00 Twin Air pre oiled filter $30.00 Cycra Full Armor Skid Plate $80 Motion Pro Speed …","$5,000",2014,Erie,PA,07/28/17 12:00 am (14 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122779497),0,0,0,1,0
RMZ 450,2015 Suzuki RM-Z 450 Fast and Clean 72 hours,"$4,000",2015,Flat Rock,NC,07/29/17 12:00 am (13 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122789927),0,0,0,1,0
CRF 450R,2012 Honda CRF 450RIt runs good no leaks hasnt been used much,"$3,000",2012,Wynne,AR,07/30/17 12:00 am (12 days ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122794252),0,0,0,1,0
KTM 450 SX-F,"2011 KTM SX-F 450Clean 450 with automatic start. MotoVations suspension, custom FMX exhaust, almost new tires. Recent service with oil change, have all maintenance receipts. Lift handle, New colored chain. Riding gear, extras - jerseys, protective gear. Roll on stand. Custom graphics. Very well kept Motocross bike.","$3,700",2011,Hickory,NC,08/11/17 12:03 pm (5 hours ago),Cycle Trader,[Link](http://www.bikefinds.com/for-sale/t122796391),0,0,0,1,0
